# Time Delay (fs)    CARS Signal (a.u.)
-1.500000000000000000e+03	1.080000000000000000e+02
-1.480000000000000000e+03	8.400000000000000000e+01
-1.460000000000000000e+03	1.020000000000000000e+02
-1.440000000000000000e+03	9.600000000000000000e+01
-1.420000000000000000e+03	8.800000000000000000e+01
-1.400000000000000000e+03	9.700000000000000000e+01
-1.380000000000000000e+03	9.600000000000000000e+01
-1.360000000000000000e+03	1.010000000000000000e+02
-1.340000000000000000e+03	1.140000000000000000e+02
-1.320000000000000000e+03	8.700000000000000000e+01
-1.300000000000000000e+03	1.090000000000000000e+02
-1.280000000000000000e+03	1.000000000000000000e+02
-1.260000000000000000e+03	1.170000000000000000e+02
-1.240000000000000000e+03	1.190000000000000000e+02
-1.220000000000000000e+03	8.000000000000000000e+01
-1.200000000000000000e+03	8.100000000000000000e+01
-1.180000000000000000e+03	1.190000000000000284e+02
-1.160000000000000000e+03	1.040000000000001847e+02
-1.140000000000000000e+03	1.020000000000010800e+02
-1.120000000000000000e+03	8.200000000000609646e+01
-1.100000000000000000e+03	1.110000000000331681e+02
-1.080000000000000000e+03	8.100000000017523405e+01
-1.060000000000000000e+03	9.700000000089856655e+01
-1.040000000000000000e+03	1.070000000044717439e+02
-1.020000000000000000e+03	1.160000000215979981e+02
-1.000000000000000000e+03	9.900000010124126959e+01
-9.800000000000000000e+02	8.100000046058256942e+01
-9.600000000000000000e+02	1.060000020335843232e+02
-9.400000000000000000e+02	8.900000871405623570e+01
-9.200000000000000000e+02	1.170000362393642064e+02
-9.000000000000000000e+02	1.100001462652638935e+02
-8.800000000000000000e+02	1.060005729285196168e+02
-8.600000000000000000e+02	8.900217799205913138e+01
-8.400000000000000000e+02	9.900803538206604060e+01
-8.200000000000000000e+02	1.180287705860837661e+02
-8.000000000000000000e+02	1.030999724016617165e+02
-7.800000000000000000e+02	1.163371303209503367e+02
-7.600000000000000000e+02	1.131033124544223512e+02
-7.400000000000000000e+02	8.350411767304689192e+01
-7.200000000000000000e+02	1.108002647751955010e+02
-7.000000000000000000e+02	1.443043814978385626e+02
-6.800000000000000000e+02	1.767681029693423511e+02
-6.600000000000000000e+02	3.591255739505751876e+02
-6.400000000000000000e+02	8.109745908109404127e+02
-6.200000000000000000e+02	2.004065114241599986e+03
-6.000000000000000000e+02	5.020341162379300840e+03
-5.800000000000000000e+02	1.242106475815868180e+04
-5.600000000000000000e+02	2.994121749782877305e+04
-5.400000000000000000e+02	7.028985899005105603e+04
-5.200000000000000000e+02	1.602472585916850367e+05
-5.000000000000000000e+02	3.546756631533884793e+05
-4.800000000000000000e+02	7.618379396027026232e+05
-4.600000000000000000e+02	1.587830977670265362e+06
-4.400000000000000000e+02	3.211007655064992141e+06
-4.200000000000000000e+02	6.299983288612775505e+06
-4.000000000000000000e+02	1.199166396231573075e+07
-3.800000000000000000e+02	2.214364826391158998e+07
-3.600000000000000000e+02	3.966700618443350494e+07
-3.400000000000000000e+02	6.892913570392230153e+07
-3.200000000000000000e+02	1.161850522096730322e+08
-3.000000000000000000e+02	1.899554318724335432e+08
-2.800000000000000000e+02	3.012211783097649813e+08
-2.600000000000000000e+02	4.632639350194814205e+08
-2.400000000000000000e+02	6.909648520106625557e+08
-2.200000000000000000e+02	9.994050267434865236e+08
-2.000000000000000000e+02	1.401706574258999825e+09
-1.800000000000000000e+02	1.906218863227355957e+09
-1.600000000000000000e+02	2.513371679843975067e+09
-1.400000000000000000e+02	3.212737775107481956e+09
-1.200000000000000000e+02	3.981006288749694347e+09
-1.000000000000000000e+02	4.781586118611265182e+09
-8.000000000000000000e+01	5.566386016377770424e+09
-6.000000000000000000e+01	6.279944973672534943e+09
-4.000000000000000000e+01	6.865575849801072121e+09
-2.000000000000000000e+01	7.272653122512957573e+09
0.000000000000000000e+00	7.463780318591475487e+09
2.000000000000000000e+01	7.420443688493969917e+09
4.000000000000000000e+01	7.145971699684063911e+09
6.000000000000000000e+01	6.665149339462786674e+09
8.000000000000000000e+01	6.020534377354128838e+09
1.000000000000000000e+02	5.266237541364897728e+09
1.200000000000000000e+02	4.460424888808897018e+09
1.400000000000000000e+02	3.657981151268095016e+09
1.600000000000000000e+02	2.904608813039666176e+09
1.800000000000000000e+02	2.233174377592445850e+09
2.000000000000000000e+02	1.662552967368897438e+09
2.200000000000000000e+02	1.198677955226904154e+09
2.400000000000000000e+02	8.371315818808844090e+08
2.600000000000000000e+02	5.664753658174861670e+08
2.800000000000000000e+02	3.715752387098532319e+08
3.000000000000000000e+02	2.363922797507992089e+08
3.200000000000000000e+02	1.459678443565809131e+08
3.400000000000000000e+02	8.756332950817993283e+07
3.600000000000000000e+02	5.109170873602760583e+07
3.800000000000000000e+02	2.904198004561137035e+07
4.000000000000000000e+02	1.611731403504663520e+07
4.200000000000000000e+02	8.760689308728251606e+06
4.400000000000000000e+02	4.687651382534554228e+06
4.600000000000000000e+02	2.489668407168325968e+06
4.800000000000000000e+02	1.330397347718360601e+06
